52.732,82.238,52.591,66.476,106.637,105.501,75.594,105.05,52.558,87.07
57.301,61.854,51.889,57.654,117.893,102.462,79.39,115.049,52.776,88.776
52.486,69.391,55.91,54.542,97.037,107.31,82.451,109.434,61.402,86.172
52.778,52.274,60.324,59.07,112.418,97.007,78.354,117.761,52.395,89.974
58.738,52.182,52.322,52.281,110.554,109.5,76.448,113.858,61.638,89.571
